num,img,title,field,organizer,start_day,finish_day,homepage
106,https://www.wevity.com/upload/contest/20241126053733_17757138.jpg,제22회 KPR 대학생 PR 아이디어 공모전,"광고, 마케팅",KPR,2024-11-18,2025-01-02,https://www.kpr.co.kr/praward/overview.php
107,https://www.wevity.com/upload/contest/20241126051735_828e35e5.jpg,2025 강원일보 신춘문예 공모,"문학, 글, 시나리오",강원일보,2024-11-14,2024-12-13,http://kwnews.co.kr/page/view/2024111711151488191
108,https://www.wevity.com/upload/contest/20241126045413_122c2801.jpg,제19회 쿨투라 신인상 모집,"문학, 글, 시나리오",쿨투라,2024-11-01,2025-01-06,http://www.cultura.co.kr/bbs/view.html?idxno=199
109,https://www.wevity.com/upload/contest/20241124193902_1e5c714c.jpg,영주시 역세권 도시재생 브랜드 네이밍 공모전,"네이밍, 슬로건",영주시,2024-11-25,2024-12-31,https://www.yeongju.go.kr/open_content/main/page.do?not_ancmt_mgt_no=20623&mnu_uid=10619&pageNo=2&cmd=2
110,https://www.wevity.com/upload/contest/20241126044550_d8c13fba.jpg,2025 전국 대학생 대상 자작 미래자동차 경진대회,"과학, 공학",영남대학교 미래자동차 공학과,2024-11-22,2024-12-06,https://blog.naver.com/lline_edu/223669291532
111,https://www.wevity.com/upload/contest/20241123042937_f8f55063.jpg,제2기 통일부 2030자문단 모집,"대외활동, 서포터즈",통일부,2024-11-22,2024-12-06,https://www.2030db.go.kr/user/ntt/BBS_0000000000000005/NTT_0000000000000330/selectNttDetail.do
112,https://www.wevity.com/upload/contest/20241123011337_444db392.jpg,[덜달달9988] 커버댄스 챌린지 캠페인,"영상, UCC, 사진",서울특별시 식생활종합지원센터,2024-11-18,2024-12-13,https://blog.naver.com/seoulnutri2017/223649406574
113,https://www.wevity.com/upload/contest/20241123042512_e5a6d195.jpg,제2기 법무부 2030 자문단 모집,"대외활동, 서포터즈",법무부,2024-11-22,2024-12-06,https://www.2030db.go.kr/user/ntt/BBS_0000000000000005/NTT_0000000000000329/selectNttDetail.do
114,https://www.wevity.com/upload/contest/20241123033708_3aefb26b.jpg,스트릿올라운드챔피언십배틀 Vol.11,"예체능, 미술, 음악",서울종합에술실용학교,2024-11-04,2025-01-07,https://www.sac.ac.kr/event/g_view.do?cd_gubun=41&idx_event=3721
115,https://www.wevity.com/upload/contest/20241123022040_20ee95eb.jpg,2024년 제4회 갤러리한옥 불화민화 공모전,"예체능, 미술, 음악",갤러리한옥,2025-01-01,2025-01-15,https://blog.naver.com/gallery_hanok/223561263395
116,https://www.wevity.com/upload/contest/20241123021225_764cc88a.jpg,2024 V-ART 갤러리 사진 공모전,"영상, UCC, 사진",구립서초유스센터,2024-11-16,2024-12-07,https://www.scy.or.kr/
117,https://www.wevity.com/upload/contest/20241121154113_991f704e.jpg,국제사이버대학교 K-컬처학부 숏폼 영상 공모전,"영상, UCC, 사진",국제사이버대학교,2024-11-25,2025-01-13,https://www.gjcu.ac.kr/05_uniLife/showBoardDetail?code=C0&num=67319
118,https://www.wevity.com/upload/contest/20241121153507_e3c29991.jpg,스마트경로당 세대공감 콘텐츠 경진대회,"광고, 마케팅",홍천군 스마트경로당 사업단,2024-11-21,2024-12-16,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=93550
119,https://www.wevity.com/upload/contest/20241122012241_3210db8c.jpg,제39회 창작국악동요 작품 공모전,"예체능, 미술, 음악",국립국악원,2025-02-04,2025-02-06,https://www.gugak.go.kr/site/program/board/basicboard/view?menuid=001005006001&pagesize=10&boardtypeid=58&boardid=46210&lang=ko
120,https://www.wevity.com/upload/contest/20241122011258_2776862b.jpg,2024년도 제14회 국제기구 체험수기 공모전,기타,외교부 국제기구인사센터,2024-11-15,2024-12-15,https://unrecruit.mofa.go.kr/new/overview/contest.jsp
121,https://www.wevity.com/upload/contest/20241122005201_558a2644.jpg,2025년 KOEN Together 사회공헌사업 대국민공모,봉사활동,한국남동발전,2024-11-18,2024-12-27,https://blog.naver.com/ndkosep/223664599940
122,https://www.wevity.com/upload/contest/20241120225646_b8442585.jpg,2024 헤이루미 테이블웨어 디자인 공모전,"디자인, 캐릭터, 웹툰",니즈,2024-11-04,2024-12-13,https://www.instagram.com/p/DB7gi1hS3mu/?img_index=1
123,https://www.wevity.com/upload/contest/20241120221244_ce61b801.jpg,제4회 부산 국제 어린이 청소년 아트페어 in 루브르 미술 공모전,"예체능, 미술, 음악",비카프,2024-12-02,2025-01-09,https://www.bikaf.co.kr/?act=info.page&pcode=sub3_1
124,https://www.wevity.com/upload/contest/20241120204940_9da28d84.jpg,제9회 현대키즈모터쇼,"예체능, 미술, 음악",현대자동차,2024-11-18,2024-12-29,https://kidsmotorshow.com/
125,https://www.wevity.com/upload/contest/20241119233028_8d99f2cb.jpg,2025 대구남구청소년창작센터 아르띠안 11기 모집,기타,남구청소년창작센터,2024-11-19,2024-12-19,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=93515
126,https://www.wevity.com/upload/contest/20241119224221_050425c2.jpg,귤냥이와 친구들 Kids 공부가 즐거워 송 음원 공모전,"예체능, 미술, 음악",(주)인식과사실,2024-11-19,2024-12-20,https://www.youtube.com/@orangecat1977/videos
127,https://www.wevity.com/upload/contest/20241119232104_6c1a4452.jpg,마약 예방 활동 우수 동아리 및 콘텐츠 공모전,"영상, UCC, 사진",식품의약품안전처,2024-11-19,2024-12-10,https://nodrugzone.mfds.go.kr/home/kor/M782609475/board.do?deleteAt=N&act=detail&idx=cb00d1a0008a85e71a41b8741facbffe624d02d79894ea2aae552a0a637a9351&searchValue1=0&searchKeyword=&pageIndex=1
128,https://www.wevity.com/upload/contest/20241119225846_2f9e0497.jpg,조이시티 공식 크리에이터 조이크루 모집 (수정),기타,조이시티,2024-11-01,2033-11-30,https://joycrew.joycity.com/ko/95
129,https://www.wevity.com/upload/contest/20241120023216_c3deb633.jpg,제1회 부천시 관광기념품 공모전,"예체능, 미술, 음악",부천시,2025-02-10,2025-02-21,https://www.bucheon.go.kr/site/program/board/basicboard/view?boardtypeid=26736&menuid=148002001001&boardid=1145147
130,https://www.wevity.com/upload/contest/20241119123749_fb36d6c0.jpg,Nitto Open Innovation Challenge,"기획, 아이디어",Nitto,2024-11-18,2024-12-27,https://www.nitto.com/kr/ko/
131,https://www.wevity.com/upload/contest/20241120020334_c495fa6a.jpg,제17회 전주프로젝트 전주랩 2025,"영상, UCC, 사진",전주국제영화재,2024-11-04,2024-12-20,https://entry.jeonjufest.kr/fund.asp
132,https://www.wevity.com/upload/contest/20241120002215_9ce77016.jpg,제2기 iM증권 고객 우수제안 모집,"기획, 아이디어",iM증권,2024-11-01,2025-01-31,https://www.imfnsec.com/
133,https://www.wevity.com/upload/contest/20241119234430_c1471c06.jpg,2025 사단법인 한국극작가협회 신춘문예 공모,"문학, 글, 시나리오",한국극작가협회,2024-11-12,2024-12-30,http://www.playwright.or.kr/xe/board_zpln12/19544
134,https://www.wevity.com/upload/contest/20241118225522_c4aa4433.jpg,신한투자증권 대학생 펜슈머 클럽 쏠-루션 2기 모집,"대외활동, 서포터즈",신한투자증권,2024-11-18,2024-12-08,https://sol-ution.super.site/
135,https://www.wevity.com/upload/contest/20241119032553_2ab9f979.jpg,제천시 소상공인 응원을 위한 제제와 천천이 캐릭터 디자인 공모전,"디자인, 캐릭터, 웹툰",제천시,2024-11-18,2024-12-20,https://blog.naver.com/okjc9671/223664527595
136,https://www.wevity.com/upload/contest/20241119012722_5156ae38.jpg,에어서울 고3 우리반 릴스 데뷔전,"영상, UCC, 사진",에어서울,2024-11-15,2024-12-09,https://flyairseoul.com/CW/ko/eventView.do?seq=1871&type=I
137,https://www.wevity.com/upload/contest/20241118171401_684b1cf9.jpg,덜 달게 먹기 실천 포스터 그리기 이벤트,"예체능, 미술, 음악",서울특별시 식생활종합지원센터,2024-11-18,2024-12-13,https://www.seoulnutri.co.kr/center-event/489.do
138,https://www.wevity.com/upload/contest/20241118170831_33f4a059.jpg,서경대학교 대학일자리플러스본부 숏폼 콘텐츠 공모전,"기획, 아이디어, 광고, 마케팅, 영상, UCC, 사진, 예체능, 미술, 음악, 기타",서경대학교,2024-11-18,2025-01-05,https://job.skuniv.ac.kr/notice/1777/
139,https://www.wevity.com/upload/contest/20241118170457_e860a7e7.jpg,제8회 다새쓰 방정환문학 공모전,"문학, 글, 시나리오",한국방정환재단,2024-11-14,2025-05-12,https://children365.or.kr/archives/20028
140,https://www.wevity.com/upload/contest/20241118165804_289eb85c.jpg,한국세무사회 세무사 숏폼 이미지 공모전,"광고, 마케팅",한국세무사회,2024-11-14,2025-01-10,https://www.kacpta.or.kr/notice_view/not_notice/notice_n.asp?mode=view&GotoPage=1&bbs_key=3314
141,https://www.wevity.com/upload/contest/20241118115028_28063e5e.jpg,KoCACA 창립 30주년 기념 로고 및 슬로건 디자인 공모전,"디자인, 캐릭터, 웹툰",한국문화예술회관연합회,2024-11-18,2024-12-11,https://www.kocaca.or.kr/shop_contents/myboard_read.htm?myboard_code=myboard8&myboard_idx=67842&idx=813641
142,https://www.wevity.com/upload/contest/20241118113513_4c030d6c.jpg,국가중요농업유산 창원 독뫼 감농업 홍보영상 공모전,"영상, UCC, 사진",창원시농업기술센터소,2024-12-02,2024-12-27,https://culture.changwon.go.kr/index.changwon?contentId=619&bbsId=BBSMSTR_000000000502&nttId=27711
143,https://www.wevity.com/upload/contest/20241118014326_00bdb733.jpg,제 4회 WONDERCHILD 창의발명대회,"과학, 공학",매일경제MBN & GIA 미네르바 바칼로레아,2024-11-15,2025-01-20,https://wonderchild.co.kr/
144,https://www.wevity.com/upload/contest/20241118011517_31cf8552.gif,제 1회 유스튜디오 청년 상경 공모전,"문학, 글, 시나리오",유스튜디오,2024-11-01,2024-12-31,http://youstudio.co.kr
145,https://www.wevity.com/upload/contest/20241115191749_6826b5dd.jpg,2024 VIGLOO 숏폼 드라마 배틀 - 대학리그,"영상, UCC, 사진",스푼랩스,2024-11-18,2024-12-13,https://www.spoonlabs.com/kr/
146,https://www.wevity.com/upload/contest/20241115190659_5b3091bb.jpg,"곽재선문화재단 제2회 청년작가 공모 (FLY, YOUNG ARTIST)","예체능, 미술, 음악",재단법인 곽재선 문화재단,2024-11-14,2024-12-31,https://www.kjscf.or.kr/?page_id=903&mod=document&uid=33
147,https://www.wevity.com/upload/contest/20241115210306_d077f210.jpg,2025 서울국제정원박람회 작가정원 국제공모,"건축, 건설, 인테리어",서울특별시,2024-12-16,2024-12-18,https://news.seoul.go.kr/env/archives/560834
148,https://www.wevity.com/upload/contest/20241115205434_ae26849c.jpg,[증평군청소년상담복지센터] 2024 학교폭력예방 사진 공모전,"영상, UCC, 사진",증평군청소년상담복지센터,2024-11-14,2024-12-09,http://www.jp1388.or.kr/sub.php?menukey=28&id=notice&idx=429
149,https://www.wevity.com/upload/contest/20241114170458_df2ba5f9.jpg,60초에 도전하라! 싱어미닛 참가자 및 기자단 모집,"영상, UCC, 사진",한국음악저작권협회,2024-11-11,2024-12-06,https://www.komca-singaminute-apply.kr/
150,https://www.wevity.com/upload/contest/20241114193933_06f21aa0.jpg,2024 추락사고 예방 아이디어 공모전,"기획, 아이디어",건설산업 이미지 개선 협의체,2024-11-20,2024-12-11,https://safe-contest.co.kr/
